source,subject,price_raw,price_clean,odo,year,age,condition,km_per_year,battery_status,description
otodien_B2C,VinFast VF3 2025 - 10000 km,280 triệu,280000000,10000.0,2025.0,1,Đã sử dụng,10000.0,Thuê pin,"VF3 màu Hồng Tím xe sản xuất 2025 bản mua pin , Odo hơn 1v km, Xe được hưởng chính sách sạc ko giới hạn số lần sạc. 
- Xe đã trang bị: Gần 60T phụ kiện 
- Dán gói phim cách nhiệt hạng thương gia 8T . 
- Cam hành trình tích hợp 3,5t 
- Xe độ đèn bi cầu LED siêu sáng 4,5T 
- Ghế da nappa mềm như em bé . 
- Xe đã độ bộ mâm lốp bánh to đi cực êm và chắc khoẻ 19T
-Đang kiểm 3 năm . 
- độ chống ồn, vvv... và nhiều đồ chơi khác SĐT liên hệ: 091171**** Hiện số"
otodien_B2C,VinFast VF6 2025 Eco - 46000 km,555 triệu,555000000,46000.0,2025.0,1,Đã sử dụng,46000.0,Thuê pin,"Vf6 eco sx 2025 
Odo 4v6 sơn zin 99% 
Xe siêu đẹp , đã lên bệ tì tay , cam hành trình , thảm , sàn SĐT liên hệ: 091171**** Hiện số"
otodien_B2C,VinFast VF9 2025 Plus - 10000 km,1 tỷ 250 triệu,1250000000,10000.0,2025.0,1,Đã sử dụng,10000.0,Thuê pin,"VF9 PLUS 2025 MUA PIN CATL ODO 10.000 KM XE LÊN FLIM VÀ SÀN 
- BẢN 6 GHẾ TRẦN THÉP 
-CHÍNH SÁCH FREE SẠC KO SỐ LẦN ĐẾN 30/6/2027 
-30/6/2027 SẠC 10 LẦN TRÊN THÁNG ĐẾN 2028 SĐT liên hệ: 098234**** Hiện số"
otodien_B2C,VinFast VF3 2025 - 10000 km,280 triệu,280000000,10000.0,2025.0,1,Đã sử dụng,10000.0,Thuê pin,"VF3 màu Hồng Tím xe sản xuất 2025 bản mua pin , Odo hơn 1v km, Xe được hưởng chính sách sạc ko giới hạn số lần sạc. 
- Xe đã trang bị: Gần 60T phụ kiện 
- Dán gói phim cách nhiệt hạng thương gia 8T . 
- Cam hành trình tích hợp 3,5t 
- Xe độ đèn bi cầu LED siêu sáng 4,5T 
- Ghế da nappa mềm như em bé . 
- Xe đã độ bộ mâm lốp bánh to đi cực êm và chắc khoẻ 19T
-Đang kiểm 3 năm . 
- độ chống ồn, vvv... và nhiều đồ chơi khác SĐT liên hệ: 097538**** Hiện số"
otodien_B2C,VinFast VF7 2025 Plus - 14000 km,770 triệu,770000000,14000.0,2025.0,1,Đã sử dụng,14000.0,Thuê pin,VF7 Plus 2025 xanh rêu odo 1v4 km bản 2 cầu trần thép SĐT liên hệ: 092962**** Hiện số
otodien_B2C,VinFast VF9 2024 Plus - 48000 km,904 triệu,904000000,48000.0,2024.0,2,Đã sử dụng,24000.0,Thuê pin,"VF9 plus pin catl Vin2024 bản thuê pin 
7 chỗ trần kính odo 4v8🚗
giá 904tr🌾 tặng 60tr cọc pin
địa chỉ: Xuân Phương, Hà Nội SĐT liên hệ: 082623**** Hiện số"
otodien_B2C,VinFast VF5 2025 Plus - 60000 km,385 triệu,385000000,60000.0,2025.0,1,Đã sử dụng,60000.0,Thuê pin,"Vinfast Vf5 Plus 2025 
Odo 6 vạn KM
Miễn sạc không giới hạn.
Trang bị: thảm trải sàn, film cách nhiệt. SĐT liên hệ: 091171**** Hiện số"
otodien_B2C,VinFast VF9 2025 Eco - 85000 km,995 triệu,995000000,85000.0,2025.0,1,Đã sử dụng,85000.0,Thuê pin,"Vf9 Eco mua pin catl 2025 đi 5,8v 

Xe đẹp nguyên bản SĐT liên hệ: 082623**** Hiện số"
otodien_B2C,VinFast VF6 2024 Plus - 40000 km,575 triệu,575000000,40000.0,2024.0,2,Đã sử dụng,20000.0,Thuê pin,"Vf 6 plus đỏ 2024 odo 4 v
Giá 575 tr SĐT liên hệ: 082623**** Hiện số"
otodien_B2C,VF8 eco Vin2026 màu đỏ,795 triệu,795000000,,2026.0,0,Đã sử dụng,,Thuê pin,"hàng xóm để lại cho chiếc VF8 eco Vin2026 màu đỏ 
Xe đã xuất hoá đơn cá nhân, nhưng chưa ra biển số , khách mua về ra tên lần đầu
Địa chỉ: Xuân Phương, Hà Nội SĐT liên hệ: 082623**** Hiện số"
otodien_B2C,VinFast VF9 2024 Plus - 48000 km,1 tỷ 140 triệu,1140000000,48000.0,2024.0,2,Đã sử dụng,24000.0,Thuê pin,"Vinfast VF9 Plus 2024 Trắng nội thất Đen mua pin CATL, 7 chỗ trần thép odo 4v8km SĐT liên hệ: 092962**** Hiện số"
otodien_B2C,VinFast Limo Green 2025 - 40000 km,635 triệu,635000000,40000.0,2025.0,1,Đã sử dụng,40000.0,Thuê pin,"Limo green sx và đăng ký cuối 2025 free sạc không giới hạn 
Odo hơn 4v km xe 1 chủ từ mới
Lên ghế da, film 3m cao cấp, cam hành trình, thảm sàn.. SĐT liên hệ: 082623**** Hiện số"
otodien_B2C,VinFast VF7 2024 Plus - 200 km,815 triệu,815000000,200.0,2024.0,2,Đã sử dụng,100.0,Thuê pin,"Hàng độc, duy nhất 1 chiếc tại Việt Nam hiện tại
VF7 plus 2024 bản hoả long, xe mới tinh odo 200km
Bản 2024 2 cầu, pin CATL SĐT liên hệ: 082623**** Hiện số"
otodien_B2C,VinFast VF6 2025 Plus - 80000 km,565 triệu,565000000,80000.0,2025.0,1,Đã sử dụng,80000.0,Thuê pin,"VF6 Plus 2025 xám nt nâu 8v km bản full options

Giá: 565tr SĐT liên hệ: 092962**** Hiện số"
otodien_B2C,VinFast VF7 2025 Eco - 10000 km,660 triệu,660000000,10000.0,2025.0,1,Đã sử dụng,10000.0,Thuê pin,"VF7 eco 2025 bản có HUD
odo siêu lướt 10.000km chưa bóc hết ni lông
xe 1 chủ từ mới .Sac thoải mái không giới hạn số lần sạc đến 31/6/2027.tiếp theo free 10l/1 tháng đến 2/2029. SĐT liên hệ: 091171**** Hiện số"
otodien_B2C,VinFast VF3 2025 - 16000 km,240 triệu,240000000,16000.0,2025.0,1,Đã sử dụng,16000.0,Thuê pin,"VF3 màu Đỏ xe sản xuất 2025 bản mua pin , Odo 1v6 km , Xe được hưởng chính sách mới miễn phí sạc 2/2029
- Xe đã trang bị: Gần 50T  phụ kiện 
- Dán gói phim cách nhiệt hạng thương gia 8T . 
- Xe trang bị giá nóc thể thao 6,5t 
- Ghế da nappa mềm như em bé , bọc vô lăng , ốp lazang 
-Đang kiểm 3 năm . 
- độ chống ồn, vvv... và nhiều đồ chơi khác SĐT liên hệ: 097538**** Hiện số"
otodien_B2C,VinFast VF3 2025 - 19000 km,247 triệu,247000000,19000.0,2025.0,1,Đã sử dụng,19000.0,Thuê pin,"VF3 màu Vàng xe sản xuất 2025 bản mua pin , Odo 1,9v km , Xe được hưởng chính sách mới miễn phí sạc 2/2029
- Xe đã trang bị: Gần 60T phụ kiện 
- Dán gói phim cách nhiệt hạng thương gia 8T . 
- Ghế da nappa mềm như em bé , Thảm sàn , bọc volang thể thao. 
-Đang kiểm 3 năm . 
- độ chống ồn, vvv... và nhiều đồ chơi khác SĐT liên hệ: 097538**** Hiện số"
otodien_B2C,VinFast Limo Green 2025 - 18000 km,639 triệu,639000000,18000.0,2025.0,1,Đã sử dụng,18000.0,Thuê pin,"Limo Green 2025 bạc odo 1v8 km free sạc k giới hạn số lần hết t6/2027
Xe lên thêm: ghế da, cốp trước SĐT liên hệ: 092962**** Hiện số"
otodien_B2C,VinFast VF3 2026 - 4000 km,281 triệu,281000000,4000.0,2026.0,0,Đã sử dụng,4000.0,Thuê pin,"- VF3 màu xanh bản plus sx 2026 ODO 4000KM .
- Xe được hưởng chính sách mới miễn phí sạc Ko giới hạn lần sạc 2/ 2029 .
- Xe đã trang bị: Gần 50T phụ kiện
- Xe đã trang bị theo xe , Gương điện chính hãng, ốp lazzang thể thao, cam lùi chính hãng , Androi auto , apple camplay , Vô lăng thể thao mới có tích hợp giọng nói , đèn sáng khí cắm ổ sạc , vv..
- Xe được trang bị dán gói phim cách nhiệt hạng thương gia 9T .
- Dán tem DCAR thể thao quanh xe .
- Xe đã lắp hệ thống cảm biến áp xuất lốp thông minh, bệ tỳ tay , thảm taplo ...vv
- Ghế da nappa mềm như em bé .
-Thảm sàn + Đang kiểm 3 năm .
- độ chống ồn, Gia cố càng A vvv... và nhiều đồ chơi khác SĐT liên hệ: 097538**** Hiện số"
otodien_B2C,VinFast VF3 2025 - 4000 km,280 triệu,280000000,4000.0,2025.0,1,Đã sử dụng,4000.0,Thuê pin,"VF3 màu hồng phấn sx 2025 ODO 4000km 
- Xe được hưởng chính sách mới miễn phí sạc Ko giới hạn lần sạc 2/ 2029 . 
- Xe đã trang bị: Gần 50T phụ kiện 
-  Ốp lazzang thể thao
- Bọc Vô lăng 
- Xe được trang bị dán gói phim cách nhiệt hạng thương gia 9T .  
- Ghế da nappa mềm như em bé .
-Thảm sàn + Đang kiểm 3 năm . 
- độ chống ồn, Gia cố càng A vvv... và nhiều đồ chơi khác SĐT liên hệ: 097538**** Hiện số"
otodien_B2C,VF9 New xe mới 100% Xe SX 2026 plus 7 chỗ trần thép,1 tỷ 315 triệu,1315000000,0.0,2026.0,0,Mới,0.0,Thuê pin,Vf9 New xe mới 100% Xe SX 2026 plus 7 chỗ trần thép giá 1ty315t SĐT liên hệ: 097538**** Hiện số
otodien_B2C,VinFast VF6 2025 Plus - 19000 km,619 triệu,619000000,19000.0,2025.0,1,Đã sử dụng,19000.0,Thuê pin,"VF6 Plus 2025 xanh rêu odo 1v9 km
Giá: 619tr SĐT liên hệ: 092962**** Hiện số"
otodien_B2C,VinFast VF5 2025 Plus - 44000 km,390 triệu,390000000,44000.0,2025.0,1,Đã sử dụng,44000.0,Thuê pin,"Vf5 plus 2025 odo 4,4v xe cam kết bao check test toàn quốc , sac thoải không giới hạn số lần sac SĐT liên hệ: 091171**** Hiện số"
otodien_B2C,VinFast VF6 2024 Plus - 50000 km,570 triệu,570000000,50000.0,2024.0,2,Đã sử dụng,25000.0,Thuê pin,"VF6 Plus 2024
Odo 5 vạn
Xe 1 chủ từ mới, sạc không giới hạn
Trang bị đồ cơ bản: thảm, sàn, cam hành trình, Vietmap live, điều khiển xe Premium trên app. SĐT liên hệ: 091171**** Hiện số"
otodien_B2C,VinFast VF9 2026 Plus - 4000 km,1 tỷ 299 triệu,1299000000,4000.0,2026.0,0,Đã sử dụng,4000.0,Thuê pin,"VF9 Plus 2026 phiên bản 7 chỗ trần kính
ODO 4000km 
Trang bị : Film cách nhiệt, thảm sàn, cam hành trình, bảo hiểm thân vỏ SĐT liên hệ: 092962**** Hiện số"
otodien_B2C,VinFast VF3 2024 - 10000 km,234 triệu,234000000,10000.0,2024.0,2,Đã sử dụng,5000.0,Thuê pin,"VF3 màu Xanh dương xe sản xuất 2024 bản mua pin , Odo 1v  , Xe được hưởng chính sách mới miễn phí sạc 2/2029
- Xe đã trang bị: Gần 40T  phụ kiện 
- Dán gói phim cách nhiệt hạng thương gia 8T . 
- Ghế da nappa mềm như em bé , Thảm sàn , bọc volang thể thao. 
- Xe đã độ bộ mâm lốp bánh to đi cực êm và chắc khoẻ 19T
-Cam hành trình 5T
-Đang kiểm 3 năm . 
- độ chống ồn, vvv... và nhiều đồ chơi khác SĐT liên hệ: 097538**** Hiện số"
otodien_B2C,VinFast VF9 2024 Plus - 41000 km,1 tỷ 055 triệu,1055000000,41000.0,2024.0,2,Đã sử dụng,20500.0,Thuê pin,"VF9 Plus sx 2024, 7 chỗ trần thép odo 4v1 km, Xe mua đứt pin ,Pin Calt không giới hạn số lần sạc. Xuất hóa đơn 1tỷ SĐT liên hệ: 097538**** Hiện số"
otodien_B2C,VinFast VF8 2023 Plus - 50000 km,725 triệu,725000000,50000.0,2023.0,3,Đã sử dụng,16667.0,Thuê pin,"VF8 Plus 2023 mua pin CATL đỏ nt kem 5v km - Full lịch sử hãng 
Xe lên thêm: Tấm chắn bảo vệ pin, 4 quả lốp mới date 26 SĐT liên hệ: 092962**** Hiện số"
otodien_B2C,VinFast VF6 2025 Plus - 39000 km,575 triệu,575000000,39000.0,2025.0,1,Đã sử dụng,39000.0,Thuê pin,"- Vf6 plus Sx 2025 odo 3,9V KM 
- Xe miễn phí sạc đến hết tháng 2/2029 
- Bản full option : 2 ghê chỉnh điện,hud kính, adas ,cam 360. Bản full kịch nóc limited ( 8 loa, mâm 19 logo, chỉnh điện và mát mông cả ghế lái, ghế phụ, kính hậu tràn viền chống chói tự động ...vv SĐT liên hệ: 097538**** Hiện số"
otodien_B2C,VinFast VF6 2026 Eco - 160000 km,600 triệu,600000000,160000.0,2026.0,0,Đã sử dụng,160000.0,Thuê pin,"- VinFast Vf6 eco sx2026 Xe mới ra tên một lần , chính sách bảo hành hãng đầy đủ , pin 8 năm ,160ngàn km . 
Lên đồ thảm sàn, cam hành trình, fiml cách nhiệt SĐT liên hệ: 097538**** Hiện số"
otodien_B2C,VinFast VF8 2026 Plus - 12000 km,885 triệu,885000000,12000.0,2026.0,0,Đã sử dụng,12000.0,Thuê pin,"VF8 Plus 2026 đỏ nt đen sạc miễn phí 10 lần 1 tháng, bản xuất Mỹ
Odo: 1v2 km
Xe lên tấm bảo vệ pin
Tên cty xhđ khoảng 800tr SĐT liên hệ: 092962**** Hiện số"
otodien_B2C,VinFast VF6 2024 Plus - 30000 km,575 triệu,575000000,30000.0,2024.0,2,Đã sử dụng,15000.0,Thuê pin,"- Vf6 plus Sx 2024 odo 3V KM 
- Xe miễn phí sạc full k giới hạn số lần 
- Bản full option : 2 ghê chỉnh điện,hud kính, adas ,cam 360. Bản full kịch nóc limited ( 8 loa, mâm 19 logo, chỉnh điện và mát mông cả ghế lái, ghế phụ, kính hậu tràn viền chống chói tự động ...vv SĐT liên hệ: 097538**** Hiện số"
otodien_B2C,VinFast VF6 2024 Plus - 70000 km,525 triệu,525000000,70000.0,2024.0,2,Đã sử dụng,35000.0,Thuê pin,"Vinfast VF6 Plus 2024
Odo 7 vạn KM
Miễn sạc không giới hạn.
Trang bị: thảm trải sàn, film cách nhiệt, cam hành trình.
Xe đã thay kính lái. SĐT liên hệ: 091171**** Hiện số"
otodien_B2C,VinFast VF7 2025 Eco - 29000 km,639 triệu,639000000,29000.0,2025.0,1,Đã sử dụng,29000.0,Thuê pin,"Vinfast VF7 Eco 2025 odo 2v9 km full lịch sử hãng 

Xe sơn zin 100%, lên hud kính

Xe xhđ cty khoảng 570-580tr SĐT liên hệ: 092962**** Hiện số"
otodien_B2C,VinFast VF6 2024 Plus - 24000 km,599 triệu,599000000,24000.0,2024.0,2,Đã sử dụng,12000.0,Thuê pin,"VF6 Plus 2024 xám nt nâu 2v4 km 

Giá: 599tr SĐT liên hệ: 092962**** Hiện số"
otodien_B2C,VinFast VF7 2025 Plus - 47000 km,745 triệu,745000000,47000.0,2025.0,1,Đã sử dụng,47000.0,Thuê pin,"Vf7 Plus 2025 trắng nt nâu 2 cầu trần thép 4v7 km

Giá: 745tr SĐT liên hệ: 092962**** Hiện số"
otodien_B2C,VinFast VF6 2024 Plus - 20000 km,599 triệu,599000000,20000.0,2024.0,2,Đã sử dụng,10000.0,Thuê pin,"VF 6 Plus 2024 trắng odo 2 v km full options
Giá: 599tr SĐT liên hệ: 092962**** Hiện số"
otodien_B2C,VinFast VF7 2025 Plus - 10000 km,765 triệu,765000000,10000.0,2025.0,1,Đã sử dụng,10000.0,Thuê pin,"VF7 Plus  2 cầu Vin 2025 
Đi lướt 1v km SĐT liên hệ: 091171**** Hiện số"
otodien_B2C,VinFast VF7 2025 Eco - 10000 km,665 triệu,665000000,10000.0,2025.0,1,Đã sử dụng,10000.0,Thuê pin,"VF7 eco 2025 bản có HUD
odo siêu lướt 10.000km chưa bóc hết ni lông
xe 1 chủ từ mới .Sac thoải mái không giới hạn số lần sạc đến 31/6/2027.tiếp theo free 10l/1 tháng đến 2/2029. SĐT liên hệ: 091171**** Hiện số"
otodien_B2C,VinFast VF6 2024 Plus - 30000 km,590 triệu,590000000,30000.0,2024.0,2,Đã sử dụng,15000.0,Thuê pin,"Vinfast VF6 Plus 2024
Odo 3 vạn KM
Miễn sạc không giới hạn. Sơn zin 100%
Trang bị: thảm trải sàn, film cách nhiệt SĐT liên hệ: 091171**** Hiện số"
otodien_B2C,VinFast VFe34 2022 - 60000 km,349 triệu,349000000,60000.0,2022.0,4,Đã sử dụng,15000.0,Thuê pin,"Vinfast VFe34 2022 thuê pin tiên phong ( 1tr8/1th k giới hạn km)
Odo: 6v km - Full lịch sử hãng SĐT liên hệ: 092962**** Hiện số"
otodien_B2C,VinFast VF8 2024 Lux Plus - 9000 km,845 triệu,845000000,9000.0,2024.0,2,Đã sử dụng,4500.0,Thuê pin,"Vinfast VF8 Lux Plus 2024 odo 9000km Xanh rêu / nâu da bò  

Xe công ty ( xuất hoá đơn 800tr) SĐT liên hệ: 092962**** Hiện số"
otodien_B2C,"Vf9 Plus 2024, 7c xanh rêu nội thất đen mới",1 tỷ 240 triệu,1240000000,0.0,2024.0,2,Mới,0.0,Thuê pin,"Vf9 Plus 2024, 7c xanh rêu nội thất đen
Trần kính, mua pin, pin CATL.
Xe mới 100%, đăng ký k mất thuế, xuất được hoá đơn SĐT liên hệ: 091171**** Hiện số"
otodien_B2C,VinFast VF7 2025 Eco - 10000 km,650 triệu,650000000,10000.0,2025.0,1,Đã sử dụng,10000.0,Thuê pin,"VF7 Eco 25 Odo 1v, Free sạc không giới hạn đến 30/6/27, Free 10 lần đến 2/2029. Đã lên đồ hud chìm hinakar, dán phim, trải sàn, cam 360, tay nắm trần, ngả ghế, vô lăng khâu da. 
Xe đã sơn mâm hoả long + chi tiết crom SĐT liên hệ: 091171**** Hiện số"
otodien_B2C,VinFast VF7 2025 Eco - 10000 km,660 triệu,660000000,10000.0,2025.0,1,Đã sử dụng,10000.0,Thuê pin,"VF7 eco 2025 bản có HUD
odo siêu lướt 10.000km chưa bóc hết ni lông
xe 1 chủ từ mới .Sac thoải mái không giới hạn số lần sạc đến 31/6/2027.tiếp theo free 10l/1 tháng đến 2/2029. SĐT liên hệ: 091171**** Hiện số"
otodien_B2C,VF9 plus 2026 pin catl trắng nt nâu - Xe mới 🔥,1 tỷ 375 triệu,1375000000,0.0,2026.0,0,Mới,0.0,Thuê pin,"VF9 plus 2026 pin catl trắng nt nâu
Mua đứt Pin 7 chỗ trần thép
xe chưa lăn bánh, nguyên nilon
giá 1tỉ375tr
địa chỉ: Xuân Phương, Hà Nội SĐT liên hệ: 082623**** Hiện số"
otodien_B2C,VinFast VF8 2022 Plus - 18000 km,790 triệu,790000000,18000.0,2022.0,4,Đã sử dụng,4500.0,Thuê pin,"Vf8 Plus 2022 Pin SDI : RLLV1AFA0NV005420
- Lăn Bánh 1.8 Vạn
- Sẵn hồ sơ giao ngay
-> Khách hàng được hỗ trợ 80tr trừ vào giá xe ( nếu ko có xe xăng đổi điện ) 
-> Khách hàng được giảm 120tr ( nếu có xe xăng đổi điện ) SĐT liên hệ: 091171**** Hiện số"
otodien_B2C,VinFast Limo Green 2025 - 27000 km,625 triệu,625000000,27000.0,2025.0,1,Đã sử dụng,27000.0,Thuê pin,"👉Limo green 2025 odo 2,7 vạn km
- Sạc miễn phí không giới hạn
- Bảo hành pin không giới hạn
Xe đã trang bị 
- Film cách nhiệt 
- Thảm sàn, thảm taplo
- Cam cabin cam hành trình
- Cam lùi 
- Bọc ghế da 
- Bọc taply cánh cửa 
- Khâu vô lăng 
- Lên nút bấm vô lăng kích hoạt đầy đủ cruicontrol chế độ lái tăng giảm âm lượng của hãng 
- 2 loa toàn dải gắn cappo có app điều chỉnh màu sắc theo nhạc
- Lên led nội thất full xe có điều chỉnh bằng app 
- Dán hoả long logo tay nắm cửa, gương và sơn lazang hoả long SĐT liên hệ: 091171**** Hiện số"
otodien_B2C,VinFast VF7 2026 Plus - 10000 km,790 triệu,790000000,10000.0,2026.0,0,Đã sử dụng,10000.0,Thuê pin,"VF7 plus 1 cầu trần thép 2026 
Odo 10km, nguyên nilon
Giá 790tr
Ra biển số tỉnh thêm 3tr
Biển số Hn thêm 17tr SĐT liên hệ: 082623**** Hiện số"
otodien_B2C,VinFast VF7 2025 Eco - 20000 km,650 triệu,650000000,20000.0,2025.0,1,Đã sử dụng,20000.0,Thuê pin,"VF7 eco 2025 bản có HUD
odo 2v kilomet
xe 1 chủ từ mới xe e bao check test toang quốc sơn zin 99%. SĐT liên hệ: 091171**** Hiện số"
otodien_B2C,VF3 2026 xe mới 100%,270 triệu,270000000,0.0,2026.0,0,Mới,0.0,Thuê pin,"VF3 2026 xe mới 100% vừa ra biển khách bán lại .
Giá : 270tr bao rút hồ sơ
Rẻ hơn xe mới tròn hãng 30tr SĐT liên hệ: 091171**** Hiện số"
otodien_B2C,VinFast VF3 2024 - 11000 km,235 triệu,235000000,11000.0,2024.0,2,Đã sử dụng,5500.0,Thuê pin,"Vf3 mua pin sx 2024 
ODO 1v1 siêu mới 
Giá 235tr SĐT liên hệ: 091171**** Hiện số"
otodien_B2C,VinFast VF8 2022 Eco - 43000 km,670 triệu,670000000,43000.0,2022.0,4,Đã sử dụng,10750.0,Thuê pin,"Vf8 Eco 2022 Pin SDI :RLLV1AEB5NV006198
- Lăn Bánh 4,3 Vạn
- Sẵn hồ sơ giao ngay
-> Khách hàng được hỗ trợ 80tr trừ vào giá xe ( nếu ko có xe xăng đổi điện ) 
-> Khách hàng được giảm 120tr ( nếu có xe xăng đổi điện ) SĐT liên hệ: 091171**** Hiện số"
otodien_B2C,VinFast VF8 2022 Plus - 68000 km,575 triệu,575000000,68000.0,2022.0,4,Đã sử dụng,17000.0,Thuê pin,"Vf8 plus sx 2022
Thuê pin tiên phong 2tr1 tháng k giới hạn km - odo 6v8 
Xe đẹp suất sắc SĐT liên hệ: 091171**** Hiện số"
otodien_B2C,VinFast VF5 2023 Plus - 30000 km,355 triệu,355000000,30000.0,2023.0,3,Đã sử dụng,10000.0,Thuê pin,"Vf5 plus đỏ sx 2023  
odo 3v 
Lên màn hình, camera 360, led cánh chim SĐT liên hệ: 091171**** Hiện số"
otodien_B2C,VinFast VF7 2025 Plus - 20000 km,740 triệu,740000000,20000.0,2025.0,1,Đã sử dụng,20000.0,Thuê pin,"VF7 Plus 2025 đen nt nâu 2 cầu trần thép

Odo: 2v km - Full lịch sử hãng

Lên thêm: tấm bảo vệ pin SĐT liên hệ: 092962**** Hiện số"
otodien_B2C,VF3 Eco mới 100% sx 2026,265 triệu,265000000,0.0,2026.0,0,Mới,0.0,Thuê pin,"VF3 Eco mới 100% sx 2026
sẵn hồ sơ, xe giao luôn
rẻ hơn xe mới 30 củ SĐT liên hệ: 091171**** Hiện số"
otodien_B2C,VinFast VF6 2024 Plus - 49000 km,575 triệu,575000000,49000.0,2024.0,2,Đã sử dụng,24500.0,Thuê pin,"VF6 Plus 2024
Odo 4,9 vạn
Xe 1 chủ từ mới, sạc không giới hạn
Trang bị đồ cơ bản: thảm, sàn, cam hành trình, Vietmap live, điều khiển xe Premium trên app. SĐT liên hệ: 091171**** Hiện số"
otodien_B2C,VinFast VF5 2024 Plus - 17000 km,380 triệu,380000000,17000.0,2024.0,2,Đã sử dụng,8500.0,Thuê pin,"Vf5 plus sx 2024 mua pin sac thoải mái không giới hạn số lần sac .
Odo siêu lướt 17.000km
Dán phim,thảm sàn,cam ht,yên ngựa. SĐT liên hệ: 091171**** Hiện số"
otodien_B2C,VinFast VF8 2023 Plus - 61000 km,775 triệu,775000000,61000.0,2023.0,3,Đã sử dụng,20333.0,Thuê pin,"Vf8 Plus 2023 Pin SDI : RLLV1AFA1PV001105
- Lăn Bánh 6.1 Vạn
- Sẵn hồ sơ giao ngay
-> Khách hàng được hỗ trợ 80tr trừ vào giá xe ( nếu ko có xe xăng đổi điện ) 
-> Khách hàng được giảm 120tr ( nếu có xe xăng đổi điện ) SĐT liên hệ: 091171**** Hiện số"
otodien_B2C,VinFast VF8 2023 Eco - 49000 km,690 triệu,690000000,49000.0,2023.0,3,Đã sử dụng,16333.0,Thuê pin,"Vf8 ECo Pin SDI : RLLV1AEB2PV003827
- Lăn Bánh 4.9 vạn
- Sẵn hồ sơ giao ngay
-> Khách hàng được hỗ trợ 80tr trừ vào giá xe ( nếu ko có xe xăng đổi điện ) 
-> Khách hàng được giảm 120tr ( nếu có xe xăng đổi điện ) SĐT liên hệ: 091171**** Hiện số"
otodien_B2C,VinFast VF8 2023 Plus - 44000 km,780 triệu,780000000,44000.0,2023.0,3,Đã sử dụng,14667.0,Thuê pin,"Vf8 plus 2023 Pin SDI : RLLV1AFAIPV001167
- Lăn Bánh 4,4 Vạn
- Sẵn hồ sơ giao ngay
-> Khách hàng được hỗ trợ 80tr trừ vào giá xe ( nếu ko có xe xăng đổi điện ) 
-> Khách hàng được giảm 120tr ( nếu có xe xăng đổi điện ) SĐT liên hệ: 091171**** Hiện số"
otodien_B2C,VinFast VF8 2022 Eco - 52000 km,670 triệu,670000000,52000.0,2022.0,4,Đã sử dụng,13000.0,Thuê pin,"Vf8 Eco 2022 Pin SDI : RLLV1AEB5NV006721
- Lăn Bánh 5,2 Vạn
- Sẵn hồ sơ giao ngay
-> Khách hàng được hỗ trợ 80tr trừ vào giá xe ( nếu ko có xe xăng đổi điện ) 
-> Khách hàng được giảm 120tr ( nếu có xe xăng đổi điện ) SĐT liên hệ: 091171**** Hiện số"
otodien_B2C,VinFast VF8 2023 Plus - 77000 km,800 triệu,800000000,77000.0,2023.0,3,Đã sử dụng,25667.0,Thuê pin,"Vf8 plus 2023 Pin Catl : RLLV1AUA1PV700883
- Lăn Bánh 7.7 vạn
- Sẵn hồ sơ giao ngay
-> Khách hàng được hỗ trợ 80tr trừ vào giá xe ( nếu ko có xe xăng đổi điện ) 
-> Khách hàng được giảm 120tr ( nếu có xe xăng đổi điện ) SĐT liên hệ: 091171**** Hiện số"
otodien_B2C,VinFast VF3 2026 - 7000 km,284 triệu,284000000,7000.0,2026.0,0,Đã sử dụng,7000.0,Thuê pin,"VF3 màu hồng phấn  bản plus sx 2026 ODO 7000km 
- Xe được hưởng chính sách mới miễn phí sạc Ko giới hạn lần sạc 2/ 2029 . 
- Xe đã trang bị: Gần 50T phụ kiện 
- Xe đã trang bị theo xe , Gương điện chính hãng, ốp lazzang thể thao, cam lùi chính hãng , Androi auto , apple camplay , Vô lăng thể thao mới có tích hợp giọng nói , đèn sáng khí cắm ổ sạc , vv..
- Xe được trang bị dán gói phim cách nhiệt hạng thương gia 9T .  
- Ghế da nappa mềm như em bé .
-Thảm sàn + Đang kiểm 3 năm . 
- độ chống ồn, Gia cố càng A vvv... và nhiều đồ chơi khác SĐT liên hệ: 097538**** Hiện số"
otodien_B2C,VinFast VF8 2024 Eco - 40000 km,705 triệu,705000000,40000.0,2024.0,2,Đã sử dụng,20000.0,Thuê pin,"VF8 eco Pin catl Vin2024 full adas 
sẵn hồ sơ xe đẹp odo 4v
có xe xăng đổi qua giá 705tr
ko có xe xăng đổi qua giá 755 SĐT liên hệ: 082623**** Hiện số"
otodien_B2C,VinFast VF6 2024 Plus - 70000 km,570 triệu,570000000,70000.0,2024.0,2,Đã sử dụng,35000.0,Thuê pin,"Vf6 plus 2024. Odo 7v km
Đã dán phim,thảm sàn, ốp pin, đèn bi
Free sạc ko giới hạn lần sạc SĐT liên hệ: 034568**** Hiện số"
otodien_B2C,VinFast VF5 2024 Plus - 58000 km,370 triệu,370000000,58000.0,2024.0,2,Đã sử dụng,29000.0,Thuê pin,"Vf 5 plus sx 2024 
Odo 5v8 
Giá 370 tr SĐT liên hệ: 091171**** Hiện số"
